	location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	keywords
68	81.315394,43.922149	斯大林街2巷绿洲小区门面	伊宁市	伊犁哈萨克自治州	B0FFH66ZTN	[]	千色店(时尚饰品主题店)	新疆维吾尔自治区	[]	购物服务;专卖店;礼品饰品店	061209	81.315394	43.922149	千色店
69	114.011719,22.544208	农林路69号深国投广场F2层L2-12	福田区	深圳市	B02F37UHOG	[]	千色店(深国投广场)	广东省	0755-82700478	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.011719	22.544208	千色店
70	112.690607,23.343252	城中新路11栋附近	四会市	肇庆市	B02F60Q1NX	[]	千色店(城中新路)	广东省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	112.690607	23.343252	千色店
71	111.298522,23.473457	新兴一路200-3号地层1号铺	万秀区	梧州市	B03060MIDX	[]	千色店(潘塘店)	广西壮族自治区	18977481877	购物服务;服装鞋帽皮具店;服装鞋帽皮具店|购物服务;个人用品/化妆品店;其它个人用品店	061100|061400	111.298522	23.473457	千色店
72	113.324608,23.146834	林和中路63号东方宝泰广场B1楼	天河区	广州市	B00141UQCV	[]	千色店(东方宝泰店)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.324608	23.146834	千色店
73	104.057672,30.616454	新光路3号附7号	武侯区	成都市	B001C7YAZF	[]	千色店(新光路)	四川省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	104.057672	30.616454	千色店
74	114.059837,22.533252	福华三路118号皇庭国商购物广场B1层16号	福田区	深圳市	B0FFGWHHFJ	[]	千色店(皇庭广场店)	广东省	0755-23937891	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.059837	22.533252	千色店
75	114.165432,22.321583	大角咀福利街8号港湾豪庭广场地下及1楼	油尖旺区	香港特别行政区	B0FFFXHU5Y	[]	千色店(港湾豪庭广场店)	香港特别行政区	00852-21709988	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.165432	22.321583	千色店
76	114.045409,22.554217	布尾村16-2号(近景田东路)	福田区	深圳市	B02F307ZH3	[]	千色店(景田东路)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.045409	22.554217	千色店
77	114.060263,22.569396	中康路与梅林路交叉口东北角卓悦汇B2层	福田区	深圳市	B0FFHHEIZO	[]	千色店(卓悦汇店)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.060263	22.569396	千色店
78	118.158865,24.477402	莲前东路117号加州商业广场1F层	思明区	厦门市	B02500UPS7	[]	千色店(加州商业广场)	福建省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	118.158865	24.477402	千色店
79	114.116561,22.598867	布吉老街与布吉路交叉口南50米	龙岗区	深圳市	B0FFGH22VX	[]	千色店(布吉店)	广东省	0755-28878652	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.116561	22.598867	千色店
80	112.133178,32.062271	长虹北路9号万达广场襄阳店1层167-168	樊城区	襄阳市	B0FFGFUTRD	[]	千色店(襄阳金街)	湖北省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	112.133178	32.062271	千色店
81	114.026852,22.528174	滨河大道9289号滨河时代裙楼京基百纳时代负一楼B139号商铺	福田区	深圳市	B0FFHRGKCR	[]	千色店(京基滨河时代店)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.026852	22.528174	千色店
82	113.800118,22.812429	长安镇长青南路(地王)商业广场怡安百货1层入口	东莞市	东莞市	B0FFFTQNKK	[]	千色店(长青南路)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.800118	22.812429	千色店
83	114.416403,23.068127	演达大道11号港惠购物中心北区1楼	惠城区	惠州市	B0FFGM1OFB	[]	千色店(港惠店)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.416403	23.068127	千色店
84	100.797776,22.003222	金鹿东街C105号	景洪市	西双版纳傣族自治州	B02B30LZMM	[]	千色店(金鹿东街步行街)	云南省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	100.797776	22.003222	千色店
85	113.678144,22.818313	虎门镇金龙路35号	东莞市	东莞市	B03010466G	[]	千色店(金龙路店)	广东省	0769-85041187	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.678144	22.818313	千色店
86	113.671924,22.816190	太沙路则徐段150-152	东莞市	东莞市	B0FFFYVWRU	[]	千色店(虎门店)	广东省	0769-85041187	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.671924	22.816190	千色店
87	120.942461,31.379698	白马泾路欧尚超市1楼(屈臣氏旁)	昆山市	苏州市	B02001FZCM	[]	千色店(白马泾路店)	江苏省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	120.942461	31.379698	千色店
88	113.854142,23.109010	石龙镇绿化中路7-9号	东莞市	东莞市	B03017VS08	[]	千色店(绿化中路店)	广东省	0769-86887596	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.854142	23.109010	千色店
89	125.319104,43.864754	自由大路855号7·8购物广场F1层	朝阳区	长春市	B0FFH24Z2H	[]	千色店(7·8购物广场)	吉林省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	125.319104	43.864754	千色店
90	113.663747,22.930414	厚街镇康乐南路106号	东莞市	东莞市	B03018QLXN	[]	千色店(康乐店)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.663747	22.930414	千色店
91	113.661432,22.926998	厚街镇康乐南路37号1楼	东莞市	东莞市	B03017VUXW	[]	千色店(康乐南路)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.661432	22.926998	千色店
92	113.122199,23.010565	季华五路印象城1楼	禅城区	佛山市	B0FFG0XDJE	[]	千色店(岭南大道北)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.122199	23.010565	千色店
93	113.888307,22.554428	创业一路1004-2号	宝安区	深圳市	B02F38K5HG	[]	千色店(新湖路)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.888307	22.554428	千色店
94	113.154156,23.036846	桂城街道桂澜中路23号南海万科广场F1层	南海区	佛山市	B0FFHH8HS3	[]	千色店(南海万科广场)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.154156	23.036846	千色店
95	104.065222,30.589633	府城大道中段88号九方购物中心L2层L226	武侯区	成都市	B0FFI4H36Y	[]	千色店(九方购物中心)	四川省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	104.065222	30.589633	千色店
96	112.133025,32.062112	长虹北路9号万达广场F2层	樊城区	襄阳市	B0FFHUNWQW	[]	千色店(万达广场)	湖北省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	112.133025	32.062112	千色店
97	87.639466,43.806993	青年路499号	天山区	乌鲁木齐市	B0FFFE15NS	[]	千色店(北门店)	新疆维吾尔自治区	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	87.639466	43.806993	千色店
98	104.405340,31.128220	天山北路6号凯德广场01层38号	旌阳区	德阳市	B0FFHQT34F	[]	千色店(凯德广场店)	四川省	0838-2536679	购物服务;个人用品/化妆品店;其它个人用品店	061400	104.405340	31.128220	千色店
99	113.349107,23.006999	南村镇汉溪大道381号番禹万达广场首层1021号	番禺区	广州市	B0FFFGZ6PJ	[]	千色店(番禹万达广场店)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.349107	23.006999	千色店
100	113.687003,22.808778	虎门连升中路地标广场1号商业1212铺	东莞市	东莞市	B0FFHEIR8P	[]	千色店(连升中路店)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.687003	22.808778	千色店
101	122.754048,40.858557	环城北路18-s3号	海城市	鞍山市	B0FFF46ENY	[]	千色店(服装店)	辽宁省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	122.754048	40.858557	千色店
102	118.451123,39.713927	新林道64号大世界购物广场F3层	古冶区	唐山市	B0FFGABXA8	[]	千色店(大世界购物广场)	河北省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	118.451123	39.713927	千色店
103	114.667148,33.613780	大庆路与育新街交叉口南150米	川汇区	周口市	B0FFFE1411	[]	千色店(周口市邮政管理局南)	河南省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.667148	33.613780	千色店
104	104.065470,30.589615	府城大道中段九方购物中心3楼	武侯区	成都市	B0FFF2JOEQ	[]	千色店(成都中航九方购物中心)	四川省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	104.065470	30.589615	千色店
105	102.742618,25.010062	关上步行街与国贸路交叉口南100米	官渡区	昆明市	B03670VZ2P	[]	昆明千色店	云南省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	102.742618	25.010062	千色店
106	116.618407,35.413819	银都花园神墨学堂西邻	任城区	济宁市	B0FFG6Z8UO	[]	千色(济宁4店)	山东省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	116.618407	35.413819	千色店
107	105.566470,30.531878	飞虹街2幢	船山区	遂宁市	B0FFF06CKN	[]	千色(北门店)	四川省	[]	购物服务;购物相关场所;购物相关场所	060000	105.566470	30.531878	千色店
108	116.608881,35.410583	琵琶山中心街10号楼-1-3号	任城区	济宁市	B0FFFOQE6C	[]	千色(琵琶山三店)	山东省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	116.608881	35.410583	千色店
109	116.737297,23.360364	嵩山南路与金涛北街交叉口西100米	龙湖区	汕头市	B02F201FW3	[]	千色(金涛北街店)	广东省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	116.737297	23.360364	千色店
110	106.980111,26.455705	龙山镇金龙路龙城国际b座1-27号	龙里县	黔南布依族苗族自治州	B0FFGZ9F57	[]	千色(盛妆会化妆品店)	贵州省	18988839115	购物服务;专卖店;专营店	061200	106.980111	26.455705	千色店
111	122.270594,43.613096	向阳大街146号	科尔沁区	通辽市	B0FFHCPDLZ	[]	香港千色店(向阳大街)	内蒙古自治区	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	122.270594	43.613096	千色店
112	113.874168,22.779778	光明新区公明马田福华北二巷8号	宝安区	深圳市	B0FFFX43PI	[]	宝宝千色店	广东省	[]	购物服务;专卖店;儿童用品店	061207	113.874168	22.779778	千色店
113	122.993810,41.110483	二一九路与铁东五道街交叉口东北50米	铁东区	鞍山市	B019C0OZT2	[]	香港千色店(铁东五道街)	辽宁省	0412-2220058	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	122.993810	41.110483	千色店
114	125.933116,41.721790	东昌路与光明路交叉口东50米	东昌区	通化市	B0FFHYI2FX	[]	千色店服饰	吉林省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	125.933116	41.721790	千色店
115	114.013365,22.915703	环城路32号附近	东莞市	东莞市	B0FFHQX4IN	[]	千色店商业	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	114.013365	22.915703	千色店
116	113.856393,22.767571	横岗北一巷5号	宝安区	深圳市	B0FFFEAPND	[]	宝宝千色店(楼岗店)	广东省	[]	购物服务;专卖店;儿童用品店	061207	113.856393	22.767571	千色店
117	113.979857,22.966585	常平镇金美鸿强批发超市后门对面	东莞市	东莞市	B0FFHHDPJD	[]	可人千色店	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	113.979857	22.966585	千色店
118	113.678963,22.817942	虎门大道豪门大饭店912房	东莞市	东莞市	B0FFIBSZD8	[]	可人千色店	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	113.678963	22.817942	千色店
119	113.871975,23.068585	茶山镇步行街怡华南路63号	东莞市	东莞市	B030105DV1	[]	怡美千色店	广东省	0769-86173820	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	113.871975	23.068585	千色店
120	114.374471,22.745576	新梓路34号1-3层	坪山区	深圳市	B02F38JICW	[]	雨佳千色店	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.374471	22.745576	千色店
121	113.996401,22.971673	常平镇中元街汇美酒店k03店铺	东莞市	东莞市	B0FFHHMF03	[]	千色店商业(中元街)	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	113.996401	22.971673	千色店
122	117.334091,40.934482	经贸城步行街87号	滦平县	承德市	B0FFG97S5B	[]	鼎大千色店(滦平店)	河北省	0314-8586466	购物服务;个人用品/化妆品店;其它个人用品店	061400	117.334091	40.934482	千色店
123	112.473751,23.056249	端州四路8号凯德广场(肇庆)1层	端州区	肇庆市	B0FFFFKR65	[]	千色店商业连锁	广东省	[]	购物服务;超级市场;超市	060400	112.473751	23.056249	千色店
124	87.617134,43.795542	红旗路72号	天山区	乌鲁木齐市	B0FFF6AD6Q	[]	千色店化妆名品	新疆维吾尔自治区	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	87.617134	43.795542	千色店
125	122.269123,43.617738	永清大街新世纪花园(新世纪大酒店东)	科尔沁区	通辽市	B0FFF42D9Z	[]	香港千色店(中心大街)	内蒙古自治区	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	122.269123	43.617738	千色店
126	119.458969,25.607159	龙田镇龙达路惠客多购物广场东北50米	福清市	福州市	B0FFF2R3C0	[]	千色店内衣生活馆	福建省	0591-85770167	购物服务;专卖店;专营店	061200	119.458969	25.607159	千色店
127	118.885326,24.937631	山霞镇山霞街市场路口	惠安县	泉州市	B0253047LS	[]	千色店内衣生活馆	福建省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	118.885326	24.937631	千色店
128	112.610353,26.900070	三眼井与和平北路交叉口南50米	石鼓区	衡阳市	B0FFGWIQZF	[]	千色店五金日杂	湖南省	[]	购物服务;购物相关场所;购物相关场所	060000	112.610353	26.900070	千色店
129	114.308744,22.598617	怀渡街2号大梅沙奥特莱斯二期F1	盐田区	深圳市	B0FFI5HSVU	[]	千色店特卖	广东省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.308744	22.598617	千色店
130	114.124036,22.368321	荃湾街市街119号附近	荃湾区	香港特别行政区	B0FFI1SG3U	[]	Milan千色店	香港特别行政区	[]	购物服务;商场;商场	060100	114.124036	22.368321	千色店
131	113.671947,22.816224	太沙路与永安路交叉口西南50米	东莞市	东莞市	B0FFHGJ2XW	[]	COIORS千色店(永安路)	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	113.671947	22.816224	千色店
132	113.131936,22.562810	金瓯路290号附近	江海区	江门市	B02EE0OK83	[]	汇源千色店	广东省	[]	购物服务;特色商业街;步行街	061001	113.131936	22.562810	千色店
133	113.806249,22.689061	桥头村桥和路永佳福购物广场1层	宝安区	深圳市	B02F38MEKB	[]	芳彩千色店	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	113.806249	22.689061	千色店
134	110.017856,21.453576	安铺中学门口	廉江市	湛江市	B0FFHS68FF	[]	联通千色店	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	110.017856	21.453576	千色店
135	114.428960,23.043731	[]	惠城区	惠州市	B02F00QUWT	[]	哎美千色店	广东省	13437631096	购物服务;专卖店;儿童用品店	061207	114.428960	23.043731	千色店
136	113.077989,23.604375	龙塘镇新城宝树林大酒店斜对面	清城区	清远市	B0FFI0ZYSY	[]	千色童装店	广东省	[]	购物服务;专卖店;儿童用品店	061207	113.077989	23.604375	千色店
137	112.836227,32.684061	人民路与银化路交叉口东北50米	唐河县	南阳市	B0FFGYIRDI	[]	千色美妆店	河南省	17638239209	购物服务;购物相关场所;购物相关场所	060000	112.836227	32.684061	千色店
138	113.970023,22.372125	WuKingEstateWuKwongHouse,號,2WuCheongStreet,TuenMun	屯门区	香港特别行政区	B0FFHF4VG3	[]	荃灣廣場千色店	香港特别行政区	[]	购物服务;商场;购物中心	060101	113.970023	22.372125	千色店
139	113.284962,23.088330	晓港中马路136号	海珠区	广州市	B0FFFGTC0D	[]	千色鲜花店	广东省	[]	购物服务;花鸟鱼虫市场;花卉市场	060501	113.284962	23.088330	千色店
140	113.181270,22.612996	北头里镇兴路七坊与镇兴路交叉口西北50米	中山市	中山市	B02F80QZK0	[]	千色文具店	广东省	0760-22349089	购物服务;文化用品店;文化用品店	060800	113.181270	22.612996	千色店
141	104.466091,29.398681	沿河南路与胜利街交叉口西北150米	荣县	自贡市	B0FFHO6DFO	[]	千色服装店	四川省	[]	购物服务;专卖店;专营店	061200	104.466091	29.398681	千色店
142	113.785490,34.222658	机场路21号	长葛市	许昌市	B0FFH9V6M7	[]	千色精品店	河南省	18939105212	购物服务;购物相关场所;购物相关场所	060000	113.785490	34.222658	千色店
143	87.612414,43.828687	海大酒店1楼	水磨沟区	乌鲁木齐市	B0FFHTJU05	[]	千色珠宝店	新疆维吾尔自治区	[]	购物服务;专卖店;专营店	061200	87.612414	43.828687	千色店
144	113.264905,23.091491	宝业路恒基千色商业街C01铺	海珠区	广州市	B0FFF56CCT	[]	千色零食店	广东省	13539481992	购物服务;便民商店/便利店;便民商店/便利店	060200	113.264905	23.091491	千色店
145	112.691472,23.262495	莲广路东150米	鼎湖区	肇庆市	B0FFG78JMS	[]	千色内衣店	广东省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	112.691472	23.262495	千色店
146	99.163567,25.118803	玉泉路55号	隆阳区	保山市	B036B00312	[]	千色便利店	云南省	18008759997	购物服务;便民商店/便利店;便民商店/便利店	060200	99.163567	25.118803	千色店
147	112.903623,23.177859	南丰大道万达广场1号门2楼嘉荣超市入口	三水区	佛山市	B0FFIMID0Q	[]	千色服装店	广东省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	112.903623	23.177859	千色店
148	118.325405,27.037088	建安街道县前路30号	建瓯市	南平市	B0FFH650NB	[]	千色内衣店	福建省	[]	购物服务;购物相关场所;购物相关场所	060000	118.325405	27.037088	千色店
149	112.442842,31.104564	冷水镇黄金大道	钟祥市	荆门市	B0FFGZ6QZA	[]	千色美妆店	湖北省	[]	购物服务;购物相关场所;购物相关场所	060000	112.442842	31.104564	千色店
150	117.652811,24.514243	大同路216号	芗城区	漳州市	B0FFGH4D73	[]	千色食杂店	福建省	0596-2024344	购物服务;便民商店/便利店;便民商店/便利店	060200	117.652811	24.514243	千色店
151	110.799743,32.670093	汉江中路11-21号	张湾区	十堰市	B0FFGC56NQ	[]	千色便利店	湖北省	0719-8642696	购物服务;便民商店/便利店;便民商店/便利店	060200	110.799743	32.670093	千色店
152	113.328116,32.722903	人民路世纪商城一层	泌阳县	驻马店市	B018C017R3	[]	千色内衣店	河南省	[]	购物服务;服装鞋帽皮具店;品牌服装店	061101	113.328116	32.722903	千色店
153	113.153938,23.036495	南海万科广场一楼中庭	南海区	佛山市	B0FFGW294D	[]	中庭千色店	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	113.153938	23.036495	千色店
154	113.899800,22.558240	宝安41区安乐三街52号	宝安区	深圳市	B0FFG4DSNU	[]	恋美千色店	广东省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	113.899800	22.558240	千色店
155	114.538521,24.744300	城厢镇帝王广场旁	全南县	赣州市	B0FFFVWI2E	[]	千色名品店	江西省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.538521	24.744300	千色店
156	113.152864,22.561968	龙溪路219号附近	江海区	江门市	B0FFHM6EM9	[]	唯依千色店	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	113.152864	22.561968	千色店
157	118.155973,39.630141	西山道南50米	路北区	唐山市	B0FFFOXTZI	[]	千色店淘宝屋	河北省	[]	购物服务;专卖店;专营店	061200	118.155973	39.630141	千色店
158	113.914569,23.049984	伟建三路与超横路交叉口北150米	东莞市	东莞市	B0FFI68AUA	[]	喜洋洋千色店	广东省	[]	购物服务;专卖店;专营店	061200	113.914569	23.049984	千色店
159	106.083655,30.787649	人民南路世纪商务宾馆楼104号	顺庆区	南充市	B0FFG7E7QQ	[]	千色港货店	四川省	15583619771	购物服务;个人用品/化妆品店;其它个人用品店	061400	106.083655	30.787649	千色店
160	104.064393,30.567508	天府大道北段1656号环球中心E区乐天百货负1楼	武侯区	成都市	B0FFHR1KDY	[]	千色云南(成都乐天店)	四川省	028-65128522	购物服务;专卖店;专营店	061200	104.064393	30.567508	千色店
161	112.209167,31.049522	泉口路金榜家园49号	东宝区	荆门市	B0FFF8ZR52	[]	千色花店	湖北省	13093203680	购物服务;花鸟鱼虫市场;花卉市场	060501	112.209167	31.049522	千色店
162	112.455257,23.027450	南亭路121号附近	高要区	肇庆市	B0FFHQPUTO	[]	千色花店	广东省	[]	购物服务;花鸟鱼虫市场;花卉市场	060501	112.455257	23.027450	千色店
163	113.097751,22.588270	东江路72号	蓬江区	江门市	B0FFI1YNAG	[]	千色花店	广东省	[]	购物服务;花鸟鱼虫市场;花卉市场	060501	113.097751	22.588270	千色店
164	116.550662,31.760354	六安中学对面	金安区	六安市	B0FFGJRLVK	[]	千色花店	安徽省	[]	购物服务;购物相关场所;购物相关场所	060000	116.550662	31.760354	千色店
165	112.208643,31.028564	白云大道与葡萄园大道交叉口北50米	东宝区	荆门市	B0FFHKKC1Z	[]	千色花店	湖北省	[]	购物服务;花鸟鱼虫市场;花卉市场	060501	112.208643	31.028564	千色店
166	113.197975,22.237177	斗门大道北290号	斗门区	珠海市	B0FFFUJ2PY	[]	千色花店	广东省	13427763332;13427722212	购物服务;花鸟鱼虫市场;花卉市场	060501	113.197975	22.237177	千色店
167	112.507694,37.908687	和平北路宝恒钢铁交易中心西北	尖草坪区	太原市	B0FFI2IT4G	[]	千色花店	山西省	[]	购物服务;专卖店;专营店	061200	112.507694	37.908687	千色店
168	112.468990,23.049198	宝月路二号首层第三卡商铺	端州区	肇庆市	B0FFI1YNBL	[]	千色花店	广东省	[]	购物服务;专卖店;专营店	061200	112.468990	23.049198	千色店
169	113.251086,23.127388	七八路和安街128号	荔湾区	广州市	B0FFI24TLK	[]	千色花店	广东省	[]	购物服务;专卖店;专营店	061200	113.251086	23.127388	千色店
170	120.878415,30.033944	大润发	上虞区	绍兴市	B0FFHUAZTS	[]	千色美店	浙江省	[]	购物服务;购物相关场所;购物相关场所	060000	120.878415	30.033944	千色店
171	105.193459,25.430849	鑫华路完美时空一楼	兴仁县	黔西南布依族苗族自治州	B0FFIJQRPX	[]	千色美店	贵州省	[]	购物服务;购物相关场所;购物相关场所	060000	105.193459	25.430849	千色店
172	114.124046,22.368318	荃湾街市街119号附近	荃湾区	香港特别行政区	B0FFHD8A7P	[]	米兰Milan Shoes千色店	香港特别行政区	00852-31224431	购物服务;购物相关场所;购物相关场所	060000	114.124046	22.368318	千色店
173	126.973620,45.538880	金城小区2号楼5门	阿城区	哈尔滨市	B0FFH6UI0B	[]	由美化妆品千色店	黑龙江省	[]	购物服务;专卖店;专营店	061200	126.973620	45.538880	千色店
174	113.232476,23.300209	江高塘贝北路金泰酒店东北50米	白云区	广州市	B0FFH6GUXT	[]	千色日杂店	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	113.232476	23.300209	千色店
175	113.074084,22.918263	水藤大道41号	顺德区	佛山市	B02F503S5P	[]	千色花店(水藤大道)	广东省	13531417621;15017441600	购物服务;花鸟鱼虫市场;花卉市场	060501	113.074084	22.918263	千色店
176	120.958100,31.378405	玉山镇新阳街225号	昆山市	苏州市	B020008BW0	[]	千色名店	江苏省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	120.958100	31.378405	千色店
177	113.664459,22.933700	厚街镇珊美榄树厦鸿昌路11号	东莞市	东莞市	B03018ON6Z	[]	千色花店(鸿昌路)	广东省	0769-85873239;13580936638	购物服务;花鸟鱼虫市场;花卉市场	060501	113.664459	22.933700	千色店
178	113.801268,22.799171	锦江路365号	东莞市	东莞市	B03018RDWF	[]	千色花店(锦江路)	广东省	[]	购物服务;花鸟鱼虫市场;花卉市场	060501	113.801268	22.799171	千色店
179	113.369367,22.937449	桥东路88号	番禺区	广州市	B0FFFP1XB3	[]	千色花店(东城北街)	广东省	13928726541	购物服务;花鸟鱼虫市场;花卉市场	060501	113.369367	22.937449	千色店
180	114.477257,22.589088	建设路5-4号	龙岗区	深圳市	B0FFF2F5BF	[]	千色花店(建设路)	广东省	0755-84302693;13509628024	购物服务;花鸟鱼虫市场;花卉市场	060501	114.477257	22.589088	千色店
181	119.454833,25.608124	龙田镇龙飞路132号	福清市	福州市	B0FFHCJLRN	[]	龙田千色内衣店	福建省	0591-85978703;13950333894	购物服务;专卖店;专营店	061200	119.454833	25.608124	千色店
182	108.946213,34.279955	北关十字西南角	莲湖区	西安市	B001D0WD7R	[]	壹家·千色便利店	陕西省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	108.946213	34.279955	千色店
183	119.006458,39.224057	海港开发区海港大路德隆超市西北侧40米	乐亭县	唐山市	B0FFH1UFWG	[]	唐山海港千色女装店	河北省	18931549911	购物服务;专卖店;专营店	061200	119.006458	39.224057	千色店
184	113.083802,22.585924	农林东路2号附近	蓬江区	江门市	B0FFI9KK0U	[]	千色士多店	广东省	[]	购物服务;便民商店/便利店;便民商店/便利店	060200	113.083802	22.585924	千色店
185	113.903534,22.564063	建安一路287号	宝安区	深圳市	B0FFGAN4D2	[]	珠密琪内衣千色店	广东省	[]	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	113.903534	22.564063	千色店
186	110.123960,20.446969	207国道与329乡道交叉口东北100米	徐闻县	湛江市	B0FFG61K9T	[]	阳光千色精品店	广东省	[]	购物服务;家电电子卖场;家电电子卖场	060300	110.123960	20.446969	千色店
187	113.350435,22.507970	博爱一路中信左岸花园7卡	中山市	中山市	B0FFFTUAT9	[]	中山市广丰千色涂料店	广东省	13531818473;13420418092	购物服务;家居建材市场;建材五金市场	060603	113.350435	22.507970	千色店
188	112.221984,25.905167	中山路南200米	新田县	永州市	B0FFGE98GX	[]	阳光千色童装店	湖南省	15575382364	购物服务;专卖店;儿童用品店	061207	112.221984	25.905167	千色店
189	87.520286,43.906574	迎宾路街道丽景水岸小区8号楼12号车库	新市区	乌鲁木齐市	B0FFHCHQDV	[]	千色妆品店	新疆维吾尔自治区	[]	购物服务;购物相关场所;购物相关场所	060000	87.520286	43.906574	千色店
190	113.592290,28.702832	城关镇开发区电力宾馆一楼	平江县	岳阳市	B0FFH8ZU71	[]	千色园服装店	湖南省	[]	购物服务;购物相关场所;购物相关场所	060000	113.592290	28.702832	千色店
191	107.394320,29.697480	荔枝街道双涪支路11号	涪陵区	重庆市	B0FFH90TAZ	[]	千色精品文具店	重庆市	[]	购物服务;购物相关场所;购物相关场所	060000	107.394320	29.697480	千色店
192	100.205703,26.915334	鼎业街28号	古城区	丽江市	B03780I033	[]	千色石手工店	云南省	18213293506	购物服务;服装鞋帽皮具店;服装鞋帽皮具店	061100	100.205703	26.915334	千色店
193	116.182610,23.754391	顺发路118号	丰顺县	梅州市	B0FFH77ZEZ	[]	千色农副产品店	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	116.182610	23.754391	千色店
194	114.961017,36.767065	南开街与新光路交叉口东南100米	曲周县	邯郸市	B01360NTJK	[]	千色美美妆店	河北省	18731025608	购物服务;个人用品/化妆品店;其它个人用品店	061400	114.961017	36.767065	千色店
195	115.803265,39.264188	通兴东路24号附近	定兴县	保定市	B0FFH634NZ	[]	千色美日化店	河北省	[]	购物服务;个人用品/化妆品店;其它个人用品店	061400	115.803265	39.264188	千色店
196	115.897860,39.237066	津兴西路11号	定兴县	保定市	B0FFHW0BY1	[]	千色美日化店	河北省	13930805623	购物服务;个人用品/化妆品店;其它个人用品店	061400	115.897860	39.237066	千色店
